Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2018,Bangalore,38,Male,No,6,1,85868.26
Bachelors,2013,Bangalore,34,Male,No,6,0,91048.64
Bachelors,2012,Bangalore,35,Male,No,7,0,32879.03
Masters,2013,New Delhi,41,Male,No,5,0,33816.23
PHD,2014,New Delhi,37,Female,No,5,0,49200.58
Bachelors,2015,Pune,34,Male,Yes,7,0,102364.18
Bachelors,2014,Bangalore,35,Male,Yes,5,0,104360.4
Bachelors,2013,Bangalore,38,Male,No,6,0,28337.58
Bachelors,2016,Bangalore,38,Female,No,7,0,79570.37
Bachelors,2015,Pune,41,Female,No,7,0,34867.71
Bachelors,2018,Bangalore,34,Male,No,5,1,98645.7
Bachelors,2017,Pune,22,Male,No,0,0,34264.2
Bachelors,2018,Bangalore,26,Female,No,4,1,50347.88
Bachelors,2012,Bangalore,22,Male,No,0,0,85130.28
Bachelors,2017,New Delhi,25,Female,No,3,0,82606.23
Bachelors,2016,Bangalore,29,Male,No,0,0,78070.97
Bachelors,2017,New Delhi,36,Female,No,0,0,76136.48
Bachelors,2014,Bangalore,37,Female,No,1,0,78214.18
Bachelors,2013,New Delhi,34,Female,No,4,1,50083.28
Bachelors,2012,Pune,34,Female,No,2,1,55402.13
Bachelors,2012,Bangalore,25,Female,No,3,1,85809.17
Bachelors,2012,Bangalore,31,Male,No,0,0,62423.26
Bachelors,2015,New Delhi,36,Female,No,2,0,79157.37
Bachelors,2016,Bangalore,31,Male,Yes,5,0,81754.03
Bachelors,2015,Bangalore,34,Male,No,4,0,76919.45
Masters,2014,New Delhi,28,Male,Yes,2,1,86005.53
Bachelors,2014,Bangalore,28,Male,No,2,0,94960.17
Bachelors,2015,Bangalore,31,Male,No,1,0,75381.46
Bachelors,2017,Bangalore,35,Male,No,5,0,71406.37
Bachelors,2012,Bangalore,28,Female,Yes,1,0,35912.29
Bachelors,2018,Bangalore,32,Female,No,2,1,107032.28
Bachelors,2013,Bangalore,23,Male,Yes,1,1,81719.69
Masters,2018,Pune,27,Male,No,5,1,58719.11
Bachelors,2017,Pune,25,Male,No,3,0,71142.84
Masters,2017,New Delhi,31,Female,No,2,0,43825.75
PHD,2018,New Delhi,34,Male,No,0,1,84829.21
Bachelors,2016,Bangalore,36,Female,No,2,0,73685.48
PHD,2017,New Delhi,40,Male,No,3,0,96941.98
Masters,2012,New Delhi,34,Female,No,2,0,62815.64
Bachelors,2018,Bangalore,37,Male,No,2,1,79809.96
Bachelors,2012,Bangalore,38,Male,No,3,0,82625.28
Bachelors,2017,New Delhi,22,Female,No,0,0,53255.61
Bachelors,2016,Pune,36,Female,No,0,1,56313.04
Bachelors,2013,New Delhi,35,Female,No,1,1,34848.96
Bachelors,2012,New Delhi,22,Female,No,0,0,83727.42
Bachelors,2016,Bangalore,22,Male,No,0,0,91104.3
Bachelors,2012,Bangalore,29,Male,No,4,0,89395.73
Bachelors,2017,Bangalore,34,Male,No,5,0,90292.89
Bachelors,2017,Bangalore,23,Male,No,1,0,38143.41
Bachelors,2014,Pune,32,Male,No,3,1,59161.95
Bachelors,2012,Pune,26,Female,No,4,1,50092.58
Masters,2017,Bangalore,38,Male,No,2,0,56447.94
Bachelors,2014,Pune,37,Male,No,4,0,68134.54
Bachelors,2017,New Delhi,25,Female,No,3,0,48272.34
Bachelors,2018,Pune,36,Female,No,5,1,52850.84
Bachelors,2016,Bangalore,26,Female,No,4,0,100871.17
Bachelors,2018,Pune,39,Female,No,4,1,46070.43
Bachelors,2016,Bangalore,24,Male,No,2,1,83320.79
Masters,2018,Pune,39,Male,No,2,1,90122.04
Masters,2018,New Delhi,39,Female,No,2,1,55784.21
Bachelors,2017,New Delhi,27,Female,No,5,0,44009.23
Bachelors,2013,Bangalore,36,Male,No,5,1,57509.64
Bachelors,2012,Bangalore,24,Male,No,2,0,78509.79
Bachelors,2017,Bangalore,28,Female,No,3,0,72149.02
Bachelors,2016,Bangalore,24,Male,No,2,0,65968.1
Bachelors,2014,Bangalore,27,Male,No,5,0,88870.87
Bachelors,2017,New Delhi,23,Male,No,1,0,91502.11
Bachelors,2013,Bangalore,30,Female,No,5,0,92442.09
Bachelors,2014,Bangalore,22,Male,No,0,0,67410.68
Bachelors,2014,Pune,27,Male,No,5,0,108919.79
Masters,2017,New Delhi,32,Male,No,2,0,87418.19
Masters,2014,Pune,33,Female,No,1,0,37307.01
Masters,2017,New Delhi,26,Male,No,4,1,75526.23
Bachelors,2013,Pune,25,Female,Yes,3,1,88854.52
Masters,2017,New Delhi,23,Male,No,1,1,57311.56
Bachelors,2012,Pune,24,Male,No,2,0,91385.94
Bachelors,2014,Bangalore,33,Male,No,5,0,79529.5
Masters,2018,Bangalore,30,Male,Yes,2,1,77431.6
Masters,2017,New Delhi,27,Female,No,5,0,51756.94
Bachelors,2012,Pune,31,Female,No,5,1,46030.45
Masters,2018,New Delhi,23,Female,No,1,1,89113.24
Bachelors,2015,Bangalore,30,Male,No,2,0,66300.66
Bachelors,2015,Pune,32,Female,No,2,1,52314.96
Bachelors,2013,New Delhi,26,Female,Yes,4,0,81675.79
Masters,2017,New Delhi,35,Male,No,2,0,45941.6
Bachelors,2016,Bangalore,30,Male,No,4,1,28693.18
Bachelors,2012,Bangalore,37,Male,No,4,1,81014.65
Bachelors,2017,Bangalore,34,Male,Yes,0,0,40488.51
Bachelors,2012,Bangalore,38,Female,No,0,0,67301.01
Masters,2013,New Delhi,22,Male,Yes,0,1,49142.28
Bachelors,2015,Pune,22,Female,No,0,1,38288.6
Masters,2015,Pune,33,Female,No,2,1,57914.03
Bachelors,2015,Bangalore,32,Male,No,1,0,90778.68
Masters,2015,Pune,34,Female,No,2,0,51017.45
Bachelors,2017,Bangalore,36,Female,No,1,0,81370.89
Bachelors,2015,Bangalore,32,Male,No,1,0,80306.16
Bachelors,2017,Bangalore,28,Male,Yes,3,0,92065.05
Bachelors,2017,New Delhi,26,Female,No,4,0,45661.73
Bachelors,2013,Pune,35,Male,No,1,0,69892.77
Bachelors,2014,Pune,33,Male,No,4,0,67120.83
Masters,2013,Pune,22,Female,Yes,0,1,76195.86
Bachelors,2014,Pune,27,Male,No,5,1,73724.56
Masters,2018,New Delhi,23,Female,No,1,1,98025.46
Bachelors,2013,Bangalore,34,Female,Yes,2,0,78113.08
Masters,2017,Pune,23,Male,No,1,1,35164.74
Bachelors,2012,Pune,36,Male,No,4,0,78196.93
PHD,2018,New Delhi,28,Male,No,4,1,70328.47
PHD,2013,Bangalore,28,Male,No,4,0,68872.79
Bachelors,2016,Bangalore,33,Female,No,4,0,98431.23
Bachelors,2013,Bangalore,39,Male,No,3,0,90099.19
Bachelors,2015,New Delhi,25,Female,Yes,3,0,88328.47
Bachelors,2014,Pune,32,Male,No,2,0,68719.21
Bachelors,2015,Pune,23,Female,No,1,1,79664.81
Masters,2018,New Delhi,29,Male,No,2,1,95642.77
Bachelors,2013,Pune,24,Male,No,2,1,46156.05
Bachelors,2012,Bangalore,36,Female,No,2,1,67043.8
Bachelors,2018,Bangalore,40,Male,No,4,1,68016.72
Bachelors,2012,New Delhi,38,Female,No,1,0,73180.09
Bachelors,2014,Bangalore,22,Male,No,0,0,72501.56
Bachelors,2018,Bangalore,24,Male,No,2,1,97600.49
Bachelors,2012,Bangalore,37,Male,No,5,0,85836.61
Bachelors,2018,Pune,40,Male,No,3,1,90169.13
Bachelors,2018,Bangalore,32,Male,Yes,0,1,76305.87
Bachelors,2012,New Delhi,28,Female,No,1,0,73185.05
Bachelors,2016,Pune,29,Male,Yes,5,0,75505.85
Bachelors,2013,Pune,25,Male,No,3,0,100322.26
PHD,2013,Bangalore,35,Male,No,3,1,65499.93
Bachelors,2015,Bangalore,28,Male,No,0,1,91755.57
Bachelors,2012,Bangalore,39,Male,No,3,0,72889.44
Bachelors,2012,Pune,35,Male,No,1,0,36510.73
Bachelors,2017,Bangalore,37,Male,No,2,0,74579.26
Masters,2018,Pune,40,Female,No,2,1,88071.99
Bachelors,2018,Bangalore,23,Male,No,1,1,93826.12
Bachelors,2013,Pune,32,Male,No,2,0,83960.87
PHD,2018,New Delhi,37,Male,No,3,1,82145.74
Bachelors,2015,Bangalore,23,Female,No,1,0,67941.66
Bachelors,2014,Pune,26,Male,No,4,0,81499.4
Bachelors,2017,Bangalore,36,Female,No,3,1,86039.82
Bachelors,2013,Bangalore,40,Female,No,3,0,89788.9
Bachelors,2015,New Delhi,22,Male,No,0,0,68411.24
Bachelors,2015,Bangalore,30,Male,No,0,0,84649.23
Bachelors,2014,Bangalore,30,Male,No,1,0,69145.75
Bachelors,2015,Pune,34,Female,No,3,1,23513.31
Bachelors,2018,Bangalore,27,Male,No,5,1,71079.67
Bachelors,2013,Bangalore,27,Female,No,5,0,27599.72
Bachelors,2017,Pune,27,Female,No,5,1,43590.04
Bachelors,2015,Bangalore,35,Female,No,1,1,89350.91
Bachelors,2014,New Delhi,33,Female,Yes,4,0,53845.03
Bachelors,2012,Bangalore,37,Male,No,4,0,79537.52
Bachelors,2014,New Delhi,40,Female,No,3,0,93214.17
Bachelors,2015,Pune,25,Female,No,3,1,60519.9
Bachelors,2017,Pune,34,Male,No,2,0,36888.89
Bachelors,2017,New Delhi,40,Male,No,1,0,54309.86
Masters,2018,New Delhi,34,Male,No,2,1,45131.96
Bachelors,2013,Pune,33,Male,No,5,0,66618.59
Bachelors,2016,Bangalore,22,Female,No,0,0,78062.08
Bachelors,2015,Pune,36,Female,No,1,1,59366.61
Bachelors,2012,Bangalore,38,Male,No,2,1,72168.31
Bachelors,2013,Pune,25,Female,No,3,0,55608.04
Bachelors,2017,Bangalore,37,Male,No,3,1,83650.09
Bachelors,2016,Bangalore,25,Female,No,3,0,96158.44
Bachelors,2015,Pune,40,Female,Yes,0,1,54459.57
Bachelors,2013,Bangalore,26,Female,No,4,0,69180.45
Masters,2015,Pune,23,Female,No,1,0,27094.36
Bachelors,2014,Bangalore,22,Male,No,0,1,84223.2
Masters,2017,New Delhi,34,Male,Yes,2,0,44488.24
Masters,2017,New Delhi,35,Female,No,2,0,62413.84
Bachelors,2014,Pune,23,Male,No,1,0,105155.76
Bachelors,2015,Bangalore,29,Male,No,2,1,75061.46
Bachelors,2015,Pune,32,Female,No,1,0,64688.63
Bachelors,2015,Bangalore,26,Male,No,4,0,73711.36
Bachelors,2014,Bangalore,28,Male,No,3,0,83217.73
Masters,2015,Pune,24,Female,No,2,0,42936.95
Bachelors,2017,Bangalore,33,Male,No,4,0,91407.48
PHD,2016,New Delhi,22,Male,No,0,0,90570.13
Masters,2015,Pune,39,Female,No,2,0,40561.26
Masters,2018,New Delhi,30,Female,Yes,2,1,85256.77
Bachelors,2014,Bangalore,38,Female,No,5,1,72553.24
Bachelors,2012,New Delhi,36,Female,No,4,0,68543.47
Bachelors,2012,Pune,38,Male,No,5,0,38183.62
Bachelors,2013,Bangalore,24,Male,Yes,2,0,97640.67
Bachelors,2016,Bangalore,28,Male,No,1,0,76310.33
Bachelors,2015,Bangalore,35,Female,No,0,1,64932.75
Bachelors,2013,New Delhi,23,Female,No,1,0,91617.45
Masters,2017,New Delhi,23,Female,No,1,1,51881.86
Bachelors,2013,Bangalore,37,Male,No,5,0,70150.34
Masters,2016,New Delhi,24,Male,No,2,1,67707.51
Bachelors,2014,Pune,33,Male,Yes,4,0,78691.29
Bachelors,2015,Bangalore,38,Female,No,5,0,93748.08
Bachelors,2015,Pune,40,Male,Yes,0,0,77291.79
Bachelors,2014,Bangalore,34,Male,No,4,0,83371.15
Masters,2017,New Delhi,26,Male,No,4,0,50251.68
Bachelors,2016,Pune,25,Male,No,3,0,87707.36
Bachelors,2016,Pune,24,Female,No,2,0,74129.21
Bachelors,2018,Bangalore,35,Male,Yes,5,1,70786.34
PHD,2013,New Delhi,27,Male,No,5,0,76390.44
Masters,2013,New Delhi,30,Female,No,3,0,84965.26
Bachelors,2015,Bangalore,26,Female,No,4,1,87907.25
Bachelors,2017,Bangalore,40,Male,No,0,0,56469.11
Masters,2017,Pune,27,Female,No,5,1,56864.27
Bachelors,2016,Pune,38,Male,Yes,0,0,78871.25
Bachelors,2014,New Delhi,34,Female,No,5,0,104973.42
Masters,2017,Pune,24,Male,No,2,0,46994.03
Bachelors,2016,Bangalore,38,Male,No,4,0,78368.66
Bachelors,2014,Pune,37,Male,No,1,0,33498.11
Bachelors,2015,Bangalore,22,Male,No,0,0,101657.93
Bachelors,2014,New Delhi,29,Female,No,2,1,91773.3
Bachelors,2014,Pune,37,Female,No,4,1,42797.0
Bachelors,2016,Pune,23,Male,No,1,0,71707.99
Bachelors,2012,New Delhi,34,Female,No,2,0,69776.66
Bachelors,2017,Bangalore,28,Male,No,2,0,79988.57
Bachelors,2012,Pune,24,Male,Yes,2,0,78631.91
Masters,2017,Bangalore,35,Female,No,0,0,41977.6
Bachelors,2015,Bangalore,30,Male,No,2,0,69837.95
Bachelors,2018,Bangalore,33,Male,No,4,1,81323.09
Bachelors,2015,Bangalore,27,Female,No,5,0,72950.72
Bachelors,2016,Bangalore,32,Male,No,4,0,70407.27
Bachelors,2014,Pune,36,Female,No,5,0,79093.8
Bachelors,2012,Bangalore,26,Male,Yes,4,0,87410.74
Bachelors,2012,Bangalore,35,Male,No,4,0,29085.7
PHD,2012,New Delhi,25,Male,No,3,0,80488.0
Masters,2013,Bangalore,29,Male,No,1,1,65865.61
Bachelors,2012,Bangalore,36,Female,No,3,0,91902.52
Bachelors,2013,Bangalore,30,Male,No,1,0,76487.39
Bachelors,2017,Pune,37,Female,No,4,1,52894.63
Bachelors,2016,Bangalore,40,Male,No,0,1,88724.75
Bachelors,2012,Bangalore,24,Male,No,2,0,100191.03
Bachelors,2012,Bangalore,32,Male,No,4,0,86084.71
Bachelors,2018,Pune,34,Male,No,0,1,90014.01
Bachelors,2014,Pune,29,Male,No,3,0,64214.06
Bachelors,2012,Bangalore,23,Female,No,1,1,68610.84
Bachelors,2017,Pune,23,Male,No,1,0,89888.93
Bachelors,2013,Bangalore,25,Female,No,3,0,87703.87
Bachelors,2012,New Delhi,31,Female,No,3,0,26311.76
Masters,2017,New Delhi,23,Male,No,1,1,41023.28
Bachelors,2014,Bangalore,27,Male,No,5,0,69987.41
PHD,2015,New Delhi,39,Female,No,5,0,35968.68
Bachelors,2016,Bangalore,33,Female,No,1,1,91021.3
Bachelors,2013,Bangalore,23,Male,No,1,0,58348.71
Masters,2017,New Delhi,34,Female,No,4,0,48195.44
Bachelors,2015,Pune,37,Female,No,1,1,61363.9
Bachelors,2012,Bangalore,23,Male,No,1,0,72614.8
Bachelors,2017,New Delhi,27,Male,No,5,0,72246.62
Masters,2017,Pune,38,Female,No,2,0,49163.76
Bachelors,2014,Bangalore,27,Female,No,5,0,94677.83
Bachelors,2016,Bangalore,22,Male,No,0,0,65819.08
Masters,2015,Pune,26,Female,No,4,1,48862.75
Bachelors,2012,Bangalore,40,Male,No,3,0,67579.05
Bachelors,2016,Bangalore,33,Female,No,3,0,79361.28
Bachelors,2014,Bangalore,31,Male,No,0,0,65505.86
Bachelors,2017,Pune,33,Male,No,4,0,63637.65
Bachelors,2015,New Delhi,30,Male,No,5,0,73314.72
Bachelors,2015,New Delhi,33,Female,No,5,1,71590.63
Masters,2017,New Delhi,33,Female,No,0,1,74804.23
Bachelors,2016,Pune,22,Male,No,0,0,110989.7
Bachelors,2012,Pune,28,Male,No,2,0,88093.5
Bachelors,2013,Bangalore,36,Male,No,4,0,67321.79
Bachelors,2017,New Delhi,36,Female,No,1,0,47719.03
Bachelors,2014,Pune,31,Female,No,2,0,75170.93
Bachelors,2013,Bangalore,25,Male,No,3,1,47299.72
Bachelors,2012,Pune,31,Male,No,4,0,31845.81
Masters,2015,Pune,39,Female,No,0,0,51480.03
Masters,2015,Bangalore,26,Male,No,4,1,72324.28
Bachelors,2017,Bangalore,25,Female,No,3,1,45607.86
Bachelors,2013,Bangalore,26,Male,No,4,0,58556.18
Bachelors,2013,New Delhi,35,Female,No,0,0,109622.16
Bachelors,2013,Pune,28,Male,No,5,0,44990.8
Bachelors,2012,Bangalore,32,Female,No,0,0,80666.66
Masters,2017,New Delhi,22,Male,No,0,1,47795.4
Bachelors,2014,Pune,36,Female,No,5,1,66466.29
Bachelors,2015,Bangalore,38,Male,No,1,0,75949.93
Bachelors,2014,Bangalore,39,Female,No,1,0,86341.68
Masters,2017,New Delhi,25,Female,No,3,1,42931.14
Bachelors,2016,Pune,27,Male,No,5,0,68757.81
Masters,2014,Pune,38,Male,Yes,2,0,61447.74
Bachelors,2012,New Delhi,22,Female,No,0,0,91085.68
Bachelors,2013,Bangalore,33,Male,No,2,0,75903.2
Bachelors,2013,Pune,24,Male,No,2,0,74279.3
Bachelors,2014,Bangalore,37,Male,No,5,0,61307.46
Bachelors,2018,Pune,28,Male,Yes,0,1,79918.46
Masters,2017,Pune,32,Male,Yes,2,0,85686.14
PHD,2016,New Delhi,33,Male,No,0,1,89095.11
Bachelors,2014,New Delhi,32,Male,No,5,0,59834.26
Bachelors,2017,Bangalore,24,Male,No,2,1,71891.13
Bachelors,2016,Bangalore,27,Male,Yes,5,0,81646.94
Bachelors,2012,Pune,35,Female,No,2,1,45598.43
PHD,2013,Bangalore,40,Male,No,1,0,97319.32
Bachelors,2017,New Delhi,34,Female,No,4,0,49576.14
Bachelors,2016,New Delhi,39,Female,No,0,0,77672.61
Bachelors,2014,Pune,26,Male,No,4,0,48672.67
Masters,2015,Pune,29,Female,No,2,0,29104.1
Bachelors,2013,Bangalore,29,Male,No,4,0,64478.29
Bachelors,2015,Pune,23,Female,Yes,1,1,56215.06
Bachelors,2015,Pune,32,Male,No,0,0,78488.57
Bachelors,2014,Pune,28,Male,Yes,4,0,80110.39
Masters,2013,New Delhi,32,Male,Yes,2,1,51517.94
Bachelors,2012,New Delhi,32,Female,No,0,0,67997.46
Bachelors,2013,Bangalore,38,Male,No,0,0,89731.82
PHD,2017,Pune,30,Male,No,5,0,100356.45
PHD,2015,New Delhi,31,Male,No,3,0,76608.89
Bachelors,2012,Bangalore,25,Male,No,3,1,86458.17
Bachelors,2013,Bangalore,37,Female,No,4,0,80359.01
Masters,2017,New Delhi,27,Male,No,5,1,53520.28
Bachelors,2013,New Delhi,25,Female,No,3,0,69066.51
Bachelors,2015,Pune,22,Female,No,0,1,47722.94
Bachelors,2018,Bangalore,38,Male,No,2,1,82893.77
Bachelors,2015,New Delhi,22,Male,No,0,0,68799.55
Bachelors,2017,Pune,38,Male,No,2,0,81771.77
PHD,2015,New Delhi,38,Male,No,5,0,27975.35
Bachelors,2016,New Delhi,26,Female,No,4,1,43396.49
Masters,2017,New Delhi,31,Male,No,4,0,42072.25
Masters,2014,New Delhi,28,Male,No,5,0,81347.21
PHD,2017,New Delhi,34,Female,No,3,0,80770.17
Masters,2013,Bangalore,31,Male,No,2,0,71892.29
Bachelors,2014,New Delhi,26,Female,No,4,0,91478.48
Bachelors,2013,Pune,40,Female,No,1,1,59996.7
Bachelors,2016,Bangalore,31,Male,No,0,0,87204.8
Bachelors,2013,Bangalore,26,Female,No,4,0,77971.63
Bachelors,2018,Pune,32,Female,No,1,1,84899.61
Bachelors,2012,Bangalore,33,Female,No,5,0,65017.28
Bachelors,2017,Bangalore,25,Male,No,3,0,62988.76
Bachelors,2017,Bangalore,40,Male,No,0,0,65527.81
Masters,2013,New Delhi,31,Male,No,2,1,94977.73
Bachelors,2015,Bangalore,36,Male,No,1,0,82306.87
Bachelors,2014,Bangalore,31,Male,No,5,0,105858.22
Bachelors,2015,Pune,22,Male,No,0,0,91251.49
Bachelors,2016,Bangalore,34,Female,No,0,0,81881.79
PHD,2018,New Delhi,38,Female,No,5,1,89651.96
Bachelors,2015,Bangalore,23,Male,Yes,1,0,90235.97
PHD,2017,Bangalore,27,Male,No,5,0,71433.75
Bachelors,2016,Bangalore,34,Male,No,1,0,77481.34
Bachelors,2012,Bangalore,39,Male,No,3,0,89222.71
Bachelors,2018,Bangalore,24,Male,Yes,2,1,67741.13
Bachelors,2015,Pune,37,Female,No,1,1,82417.18
PHD,2013,New Delhi,23,Male,No,1,0,63337.17
Bachelors,2018,Bangalore,36,Male,No,3,1,89142.3
Bachelors,2014,New Delhi,23,Male,No,1,0,72622.6
Bachelors,2012,Pune,31,Male,No,3,0,78383.15
Bachelors,2015,Bangalore,22,Male,No,0,0,80244.3
Bachelors,2015,Pune,24,Female,No,2,1,39487.22
Bachelors,2018,Pune,28,Female,No,4,1,47382.2
Bachelors,2014,Pune,33,Male,No,3,0,89405.31
Bachelors,2018,Bangalore,35,Female,No,2,1,72187.65
Bachelors,2012,New Delhi,30,Female,Yes,1,0,47396.22
Bachelors,2014,Bangalore,28,Female,No,3,0,73020.35
Bachelors,2015,Bangalore,22,Male,Yes,0,0,75857.49
Bachelors,2014,Bangalore,38,Male,No,3,0,73427.36
Bachelors,2014,Pune,39,Male,No,4,0,60477.92
PHD,2012,Bangalore,38,Male,No,5,0,25864.52
Bachelors,2014,Bangalore,22,Female,No,0,1,83227.28
Bachelors,2014,New Delhi,36,Female,No,5,0,81558.11
Bachelors,2015,Bangalore,27,Male,No,5,0,88730.87
Bachelors,2016,Pune,32,Male,No,2,0,36913.28
Bachelors,2017,New Delhi,39,Female,No,2,0,45319.69
Bachelors,2015,Pune,36,Male,No,5,0,44832.86
Bachelors,2018,Bangalore,34,Male,Yes,5,1,74717.31
Bachelors,2015,Bangalore,28,Male,No,1,0,71439.63
Bachelors,2018,Bangalore,36,Female,Yes,1,1,98927.95
PHD,2015,New Delhi,22,Female,No,0,0,87291.21
Bachelors,2014,New Delhi,28,Female,No,5,0,37543.22
Bachelors,2016,Pune,27,Female,No,5,1,53765.07
Bachelors,2014,Bangalore,39,Female,No,4,0,39458.3
Bachelors,2012,Bangalore,31,Male,No,0,0,73393.28
Bachelors,2013,Bangalore,26,Male,Yes,4,0,73874.9
Bachelors,2012,Bangalore,31,Male,No,3,0,105834.38
Bachelors,2015,Pune,33,Female,No,2,1,33403.22
Bachelors,2017,Pune,38,Female,No,1,1,47484.27
Bachelors,2014,Pune,38,Male,No,2,0,80442.54
Bachelors,2012,Pune,32,Male,No,3,0,87364.17
Bachelors,2014,Bangalore,26,Male,No,4,0,87818.25
Masters,2017,Pune,33,Female,No,2,0,47976.62
Bachelors,2015,Bangalore,34,Female,No,2,0,81450.08
Bachelors,2018,Pune,36,Male,Yes,1,1,60295.48
Bachelors,2014,Bangalore,27,Male,No,5,0,101634.65
Masters,2017,Pune,27,Male,No,5,0,53498.01
Bachelors,2017,New Delhi,40,Female,No,5,0,61279.61
Masters,2012,Bangalore,31,Female,No,4,0,71740.51
Bachelors,2014,Bangalore,22,Male,No,0,0,76875.4
Masters,2017,New Delhi,22,Male,No,0,1,47710.32
Bachelors,2016,New Delhi,26,Female,No,4,0,94854.04
Bachelors,2017,New Delhi,28,Female,No,1,1,74733.46
Bachelors,2014,Bangalore,38,Male,Yes,5,0,89916.44
Masters,2015,Pune,31,Male,No,0,0,71196.3
Bachelors,2016,Bangalore,24,Male,No,2,0,79920.28
Bachelors,2015,Pune,25,Male,No,3,1,43648.25
PHD,2013,Bangalore,26,Male,No,4,0,90139.14
Bachelors,2017,Bangalore,40,Male,No,1,0,80379.97
Bachelors,2018,Pune,34,Female,No,4,1,42985.39
Bachelors,2016,Bangalore,32,Male,No,0,0,75166.99
Bachelors,2014,Pune,37,Male,No,1,0,83388.66
Bachelors,2015,Bangalore,33,Male,No,3,1,69389.35
Bachelors,2016,Pune,27,Male,No,5,0,65816.51
Bachelors,2012,New Delhi,36,Male,No,3,0,71327.6
Bachelors,2013,Bangalore,30,Female,No,4,0,88213.24
Masters,2017,Pune,26,Female,No,4,0,43058.51
Bachelors,2012,Bangalore,23,Male,Yes,1,0,74306.24
Masters,2015,Pune,31,Female,No,2,0,51465.42
Bachelors,2013,Bangalore,22,Male,Yes,0,0,92074.49
Masters,2017,New Delhi,24,Female,No,2,1,37258.67
Bachelors,2016,Bangalore,37,Female,Yes,4,0,86216.39
Masters,2018,New Delhi,35,Male,No,2,1,67374.69
Bachelors,2013,Bangalore,22,Male,No,0,1,79192.42
Bachelors,2012,Pune,35,Male,No,5,0,93076.56
Bachelors,2014,New Delhi,30,Female,No,3,0,87118.34
Bachelors,2014,Bangalore,30,Male,No,0,0,74912.49
Bachelors,2014,Pune,29,Male,No,3,0,69632.88
Masters,2017,Bangalore,36,Male,No,4,1,75992.93
Bachelors,2014,Bangalore,37,Male,No,4,0,81531.24
Bachelors,2016,Pune,40,Male,No,2,0,78751.07
Bachelors,2015,Pune,26,Female,No,4,1,53383.11
Masters,2017,New Delhi,26,Female,No,4,0,47109.65
Bachelors,2017,Bangalore,38,Male,No,3,0,66236.38
Bachelors,2014,Bangalore,31,Male,No,3,1,73927.14
Bachelors,2014,Bangalore,22,Female,No,0,0,112768.54
Bachelors,2012,Pune,34,Male,No,0,0,90039.19
Bachelors,2015,New Delhi,31,Female,No,0,0,75803.06
Bachelors,2012,Bangalore,39,Female,No,3,0,84374.04
Masters,2018,New Delhi,33,Female,No,2,1,91888.24
Bachelors,2015,Bangalore,33,Male,No,4,0,74923.05
Bachelors,2012,Bangalore,38,Male,No,4,0,85128.99
Bachelors,2017,Pune,22,Female,No,0,1,32862.32
Bachelors,2014,Pune,32,Female,No,0,1,42472.1
Bachelors,2014,Pune,34,Male,No,5,0,76254.94
Bachelors,2014,Bangalore,31,Female,No,5,0,35437.99
Bachelors,2016,Bangalore,23,Male,No,1,0,77519.77
Bachelors,2013,Pune,39,Female,No,1,1,58091.0
Bachelors,2017,New Delhi,26,Male,No,4,0,63005.83
Bachelors,2013,Pune,33,Female,Yes,4,1,40916.93
Bachelors,2013,Bangalore,27,Female,No,5,0,77383.06
PHD,2018,New Delhi,24,Male,No,2,1,73316.49
Bachelors,2017,Bangalore,38,Male,No,1,0,119277.75
Bachelors,2017,Bangalore,27,Male,No,5,0,75486.22
Bachelors,2014,Bangalore,27,Female,No,5,0,67605.35
Bachelors,2015,Bangalore,23,Male,No,1,0,86086.84
Bachelors,2014,New Delhi,26,Female,No,4,0,75990.96
Bachelors,2016,Bangalore,31,Male,No,5,0,96846.47
Bachelors,2017,Bangalore,32,Female,No,3,0,80674.96
Bachelors,2015,Pune,36,Female,No,3,1,60856.49
Bachelors,2017,Bangalore,28,Male,No,0,0,103071.99
Bachelors,2017,New Delhi,31,Male,No,3,0,49901.13
Masters,2017,New Delhi,36,Female,No,3,0,32644.25
Bachelors,2014,Bangalore,24,Male,No,2,0,79449.5
Bachelors,2012,Bangalore,27,Male,No,5,1,109086.87
Bachelors,2017,Bangalore,28,Male,No,3,1,89694.79
Bachelors,2015,Pune,39,Female,No,2,1,92326.9
Bachelors,2013,Bangalore,23,Female,No,1,0,94004.23
Bachelors,2014,Bangalore,32,Male,No,1,0,78036.72
Masters,2013,New Delhi,33,Female,No,2,0,75054.49
Bachelors,2017,New Delhi,39,Female,No,4,0,83913.72
Masters,2017,Bangalore,24,Female,No,2,0,48394.27
Bachelors,2016,Pune,33,Male,No,2,0,82618.65
Bachelors,2016,Pune,29,Female,No,4,1,44429.34
Masters,2017,Pune,24,Female,No,2,1,79872.66
Masters,2015,Pune,27,Female,No,5,1,81972.4
Masters,2013,New Delhi,35,Female,No,2,1,50141.42
Bachelors,2015,Pune,28,Female,No,2,1,49071.57
Bachelors,2016,Bangalore,22,Male,No,0,0,74248.5
Bachelors,2013,Bangalore,39,Male,No,5,1,99702.2
Bachelors,2014,Bangalore,36,Female,No,3,1,74071.15
Bachelors,2017,New Delhi,40,Female,No,3,0,46279.82
Bachelors,2012,New Delhi,35,Female,No,5,0,71780.06
